CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO_COSTOS
261;2261;LENTES DE CONTACTO PUREVISION 2 ESFERICO +2.50;LCI-0000261;150;4;U04;200101
262;2262;LENTES DE CONTACTO PUREVISION 2 ESFERICO +2.25;LCI-0000262;150;4;U04;200101
263;2263;LENTES DE CONTACTO PUREVISION 2 ESFERICO +2.00;LCI-0000263;150;4;U04;200101
264;2264;LENTES DE CONTACTO PUREVISION 2 ESFERICO +1.75;LCI-0000264;150;4;U04;200101
265;2265;LENTES DE CONTACTO PUREVISION 2 ESFERICO +1.50;LCI-0000265;150;4;U04;200101
266;2266;LENTES DE CONTACTO PUREVISION 2 ESFERICO +1.25;LCI-0000266;150;4;U04;200101
267;2267;LENTES DE CONTACTO PUREVISION 2 ESFERICO +1.00;LCI-0000267;150;4;U04;200101
268;2268;LENTES DE CONTACTO PUREVISION 2 ESFERICO +0.75;LCI-0000268;150;4;U04;200101
269;2269;LENTES DE CONTACTO PUREVISION 2 ESFERICO +0.50;LCI-0000269;150;4;U04;200101
270;2270;LENTES DE CONTACTO PUREVISION 2 ESFERICO +0.25;LCI-0000270;150;4;U04;200101
271;2271;LENTES DE CONTACTO PUREVISION 2 ESFERICO +0.00;LCI-0000271;150;4;U04;200101
272;2272;LENTES DE CONTACTO PUREVISION 2 ESFERICO -0.25;LCI-0000272;150;4;U04;200101
273;2273;LENTES DE CONTACTO PUREVISION 2 ESFERICO -0.50;LCI-0000273;150;4;U04;200101
274;2274;LENTES DE CONTACTO PUREVISION 2 ESFERICO -0.75;LCI-0000274;150;4;U04;200101
275;2275;LENTES DE CONTACTO PUREVISION 2 ESFERICO -1.00;LCI-0000275;150;4;U04;200101
276;2276;LENTES DE CONTACTO PUREVISION 2 ESFERICO -1.25;LCI-0000276;150;4;U04;200101
277;2277;LENTES DE CONTACTO PUREVISION 2 ESFERICO -1.50;LCI-0000277;150;4;U04;200101
278;2278;LENTES DE CONTACTO PUREVISION 2 ESFERICO -1.75;LCI-0000278;150;4;U04;200101
279;2279;LENTES DE CONTACTO PUREVISION 2 ESFERICO -2.00;LCI-0000279;150;4;U04;200101
280;2280;LENTES DE CONTACTO PUREVISION 2 ESFERICO -2.25;LCI-0000280;150;4;U04;200101
281;2281;LENTES DE CONTACTO PUREVISION 2 ESFERICO -2.50;LCI-0000281;150;4;U04;200101
282;2282;LENTES DE CONTACTO PUREVISION 2 ESFERICO -2.75;LCI-0000282;150;4;U04;200101
283;2283;LENTES DE CONTACTO PUREVISION 2 ESFERICO -3.00;LCI-0000283;150;4;U04;200101
284;2284;LENTES DE CONTACTO PUREVISION 2 ESFERICO -3.25;LCI-0000284;150;4;U04;200101
285;2285;LENTES DE CONTACTO PUREVISION 2 ESFERICO -3.50;LCI-0000285;150;4;U04;200101
286;2286;LENTES DE CONTACTO PUREVISION 2 ESFERICO -3.75;LCI-0000286;150;4;U04;200101
287;2287;LENTES DE CONTACTO PUREVISION 2 ESFERICO -4.00;LCI-0000287;150;4;U04;200101
288;2288;LENTES DE CONTACTO PUREVISION 2 ESFERICO -4.25;LCI-0000288;150;4;U04;200101
289;2289;LENTES DE CONTACTO PUREVISION 2 ESFERICO -4.50;LCI-0000289;150;4;U04;200101
290;2290;LENTES DE CONTACTO PUREVISION 2 ESFERICO -4.75;LCI-0000290;150;4;U04;200101
291;2291;LENTES DE CONTACTO PUREVISION 2 ESFERICO -5.00;LCI-0000291;150;4;U04;200101
292;2292;LENTES DE CONTACTO PUREVISION 2 ESFERICO -5.25;LCI-0000292;150;4;U04;200101
293;2293;LENTES DE CONTACTO PUREVISION 2 ESFERICO -5.50;LCI-0000293;150;4;U04;200101
294;2294;LENTES DE CONTACTO PUREVISION 2 ESFERICO -5.75;LCI-0000294;150;4;U04;200101
295;2295;LENTES DE CONTACTO PUREVISION 2 ESFERICO -6.00;LCI-0000295;150;4;U04;200101
296;2296;LENTES DE CONTACTO PUREVISION 2 ESFERICO -6.50;LCI-0000296;150;4;U04;200101
297;2297;LENTES DE CONTACTO PUREVISION 2 ESFERICO -7.00;LCI-0000297;150;4;U04;200101
298;2298;LENTES DE CONTACTO PUREVISION 2 ESFERICO -7.50;LCI-0000298;150;4;U04;200101
299;2299;LENTES DE CONTACTO PUREVISION 2 ESFERICO -8.00;LCI-0000299;150;4;U04;200101
300;2300;LENTES DE CONTACTO PUREVISION 2 ESFERICO -8.50;LCI-0000300;150;4;U04;200101
301;2301;LENTES DE CONTACTO PUREVISION 2 ESFERICO -9.00;LCI-0000301;150;4;U04;200101
302;2302;LENTES DE CONTACTO PUREVISION TORICO +6.00;LCI-0000302;150;4;U04;200101
303;2303;LENTES DE CONTACTO PUREVISION TORICO +5.75;LCI-0000303;150;4;U04;200101
304;2304;LENTES DE CONTACTO PUREVISION TORICO +5.50;LCI-0000304;150;4;U04;200101
305;2305;LENTES DE CONTACTO PUREVISION TORICO +5.25;LCI-0000305;150;4;U04;200101
306;2306;LENTES DE CONTACTO PUREVISION TORICO +5.00;LCI-0000306;150;4;U04;200101
307;2307;LENTES DE CONTACTO PUREVISION TORICO +4.75;LCI-0000307;150;4;U04;200101
308;2308;LENTES DE CONTACTO PUREVISION TORICO +4.50;LCI-0000308;150;4;U04;200101
309;2309;LENTES DE CONTACTO PUREVISION TORICO +4.25;LCI-0000309;150;4;U04;200101
310;2310;LENTES DE CONTACTO PUREVISION TORICO +4.00;LCI-0000310;150;4;U04;200101
311;2311;LENTES DE CONTACTO PUREVISION TORICO +3.75;LCI-0000311;150;4;U04;200101
312;2312;LENTES DE CONTACTO PUREVISION TORICO +3.50;LCI-0000312;150;4;U04;200101
313;2313;LENTES DE CONTACTO PUREVISION TORICO +3.25;LCI-0000313;150;4;U04;200101
314;2314;LENTES DE CONTACTO PUREVISION TORICO +3.00;LCI-0000314;150;4;U04;200101
315;2315;LENTES DE CONTACTO PUREVISION TORICO +2.75;LCI-0000315;150;4;U04;200101
316;2316;LENTES DE CONTACTO PUREVISION TORICO +2.50;LCI-0000316;150;4;U04;200101
317;2317;LENTES DE CONTACTO PUREVISION TORICO +2.25;LCI-0000317;150;4;U04;200101
318;2318;LENTES DE CONTACTO PUREVISION TORICO +2.00;LCI-0000318;150;4;U04;200101
319;2319;LENTES DE CONTACTO PUREVISION TORICO +1.75;LCI-0000319;150;4;U04;200101
320;2320;LENTES DE CONTACTO PUREVISION TORICO +1.50;LCI-0000320;150;4;U04;200101
321;2321;LENTES DE CONTACTO PUREVISION TORICO +1.25;LCI-0000321;150;4;U04;200101
322;2322;LENTES DE CONTACTO PUREVISION TORICO +1.00;LCI-0000322;150;4;U04;200101
323;2323;LENTES DE CONTACTO PUREVISION TORICO +0.75;LCI-0000323;150;4;U04;200101
324;2324;LENTES DE CONTACTO PUREVISION TORICO +0.50;LCI-0000324;150;4;U04;200101
325;2325;LENTES DE CONTACTO PUREVISION TORICO +0.25;LCI-0000325;150;4;U04;200101
326;2326;LENTES DE CONTACTO PUREVISION TORICO +0.00;LCI-0000326;150;4;U04;200101
327;2327;LENTES DE CONTACTO PUREVISION TORICO -0.25;LCI-0000327;150;4;U04;200101
328;2328;LENTES DE CONTACTO PUREVISION TORICO -0.50;LCI-0000328;150;4;U04;200101
329;2329;LENTES DE CONTACTO PUREVISION TORICO -0.75;LCI-0000329;150;4;U04;200101
330;2330;LENTES DE CONTACTO PUREVISION TORICO -1.00;LCI-0000330;150;4;U04;200101
331;2331;LENTES DE CONTACTO PUREVISION TORICO -1.50;LCI-0000331;150;4;U04;200101
332;2332;LENTES DE CONTACTO PUREVISION TORICO -2.00;LCI-0000332;150;4;U04;200101
333;2333;LENTES DE CONTACTO PUREVISION TORICO -2.50;LCI-0000333;150;4;U04;200101
334;2334;LENTES DE CONTACTO PUREVISION TORICO -3.00;LCI-0000334;150;4;U04;200101
335;2335;LENTES DE CONTACTO PUREVISION TORICO -3.50;LCI-0000335;150;4;U04;200101
336;2336;LENTES DE CONTACTO PUREVISION TORICO -4.00;LCI-0000336;150;4;U04;200101
337;2337;LENTES DE CONTACTO PUREVISION TORICO -4.50;LCI-0000337;150;4;U04;200101
338;2338;LENTES DE CONTACTO PUREVISION TORICO -5.00;LCI-0000338;150;4;U04;200101
339;2339;LENTES DE CONTACTO PUREVISION TORICO -5.50;LCI-0000339;150;4;U04;200101
340;2340;LENTES DE CONTACTO PUREVISION TORICO -6.00;LCI-0000340;150;4;U04;200101
341;2341;LENTES DE CONTACTO PUREVISION TORICO -6.50;LCI-0000341;150;4;U04;200101
342;2342;LENTES DE CONTACTO PUREVISION TORICO -7.00;LCI-0000342;150;4;U04;200101
343;2343;LENTES DE CONTACTO PUREVISION TORICO -7.50;LCI-0000343;150;4;U04;200101
344;2344;LENTES DE CONTACTO PUREVISION TORICO -8.00;LCI-0000344;150;4;U04;200101
345;2345;LENTES DE CONTACTO PUREVISION TORICO -8.50;LCI-0000345;150;4;U04;200101
346;2346;LENTES DE CONTACTO PUREVISION TORICO -9.00;LCI-0000346;150;4;U04;200101
347;2347;LENTES DE CONTACTO PUREVISION TORICO -9.50;LCI-0000347;150;4;U04;200101
348;2348;LENTES DE CONTACTO PUREVISION MULTIFOCAL +6.00;LCI-0000348;150;4;U04;200101
349;2349;LENTES DE CONTACTO PUREVISION MULTIFOCAL +5.75;LCI-0000349;150;4;U04;200101
350;2350;LENTES DE CONTACTO PUREVISION MULTIFOCAL +5.50;LCI-0000350;150;4;U04;200101
351;2351;LENTES DE CONTACTO PUREVISION MULTIFOCAL +5.25;LCI-0000351;150;4;U04;200101
352;2352;LENTES DE CONTACTO PUREVISION MULTIFOCAL +5.00;LCI-0000352;150;4;U04;200101
353;2353;LENTES DE CONTACTO PUREVISION MULTIFOCAL +4.75;LCI-0000353;150;4;U04;200101
354;2354;LENTES DE CONTACTO PUREVISION MULTIFOCAL +4.50;LCI-0000354;150;4;U04;200101
355;2355;LENTES DE CONTACTO PUREVISION MULTIFOCAL +4.25;LCI-0000355;150;4;U04;200101
356;2356;LENTES DE CONTACTO PUREVISION MULTIFOCAL +4.00;LCI-0000356;150;4;U04;200101
357;2357;LENTES DE CONTACTO PUREVISION MULTIFOCAL +3.75;LCI-0000357;150;4;U04;200101
358;2358;LENTES DE CONTACTO PUREVISION MULTIFOCAL +3.50;LCI-0000358;150;4;U04;200101
359;2359;LENTES DE CONTACTO PUREVISION MULTIFOCAL +3.25;LCI-0000359;150;4;U04;200101
360;2360;LENTES DE CONTACTO PUREVISION MULTIFOCAL +3.00;LCI-0000360;150;4;U04;200101
361;2361;LENTES DE CONTACTO PUREVISION MULTIFOCAL +2.75;LCI-0000361;150;4;U04;200101
362;2362;LENTES DE CONTACTO PUREVISION MULTIFOCAL +2.50;LCI-0000362;150;4;U04;200101
363;2363;LENTES DE CONTACTO PUREVISION MULTIFOCAL +2.25;LCI-0000363;150;4;U04;200101
364;2364;LENTES DE CONTACTO PUREVISION MULTIFOCAL +2.00;LCI-0000364;150;4;U04;200101
365;2365;LENTES DE CONTACTO PUREVISION MULTIFOCAL +1.75;LCI-0000365;150;4;U04;200101
366;2366;LENTES DE CONTACTO PUREVISION MULTIFOCAL +1.50;LCI-0000366;150;4;U04;200101
367;2367;LENTES DE CONTACTO PUREVISION MULTIFOCAL +1.25;LCI-0000367;150;4;U04;200101
368;2368;LENTES DE CONTACTO PUREVISION MULTIFOCAL +1.00;LCI-0000368;150;4;U04;200101
369;2369;LENTES DE CONTACTO PUREVISION MULTIFOCAL +0.75;LCI-0000369;150;4;U04;200101
370;2370;LENTES DE CONTACTO PUREVISION MULTIFOCAL +0.50;LCI-0000370;150;4;U04;200101
371;2371;LENTES DE CONTACTO PUREVISION MULTIFOCAL +0.25;LCI-0000371;150;4;U04;200101
372;2372;LENTES DE CONTACTO PUREVISION MULTIFOCAL +0.00;LCI-0000372;150;4;U04;200101
373;2373;LENTES DE CONTACTO PUREVISION MULTIFOCAL -0.25;LCI-0000373;150;4;U04;200101
374;2374;LENTES DE CONTACTO PUREVISION MULTIFOCAL -0.50;LCI-0000374;150;4;U04;200101
375;2375;LENTES DE CONTACTO PUREVISION MULTIFOCAL -0.75;LCI-0000375;150;4;U04;200101
376;2376;LENTES DE CONTACTO PUREVISION MULTIFOCAL -1.00;LCI-0000376;150;4;U04;200101
377;2377;LENTES DE CONTACTO PUREVISION MULTIFOCAL -1.25;LCI-0000377;150;4;U04;200101
378;2378;LENTES DE CONTACTO PUREVISION MULTIFOCAL -1.50;LCI-0000378;150;4;U04;200101
379;2379;LENTES DE CONTACTO PUREVISION MULTIFOCAL -1.75;LCI-0000379;150;4;U04;200101
380;2380;LENTES DE CONTACTO PUREVISION MULTIFOCAL -2.00;LCI-0000380;150;4;U04;200101
381;2381;LENTES DE CONTACTO PUREVISION MULTIFOCAL -2.25;LCI-0000381;150;4;U04;200101
382;2382;LENTES DE CONTACTO PUREVISION MULTIFOCAL -2.50;LCI-0000382;150;4;U04;200101
383;2383;LENTES DE CONTACTO PUREVISION MULTIFOCAL -2.75;LCI-0000383;150;4;U04;200101
384;2384;LENTES DE CONTACTO PUREVISION MULTIFOCAL -3.00;LCI-0000384;150;4;U04;200101
385;2385;LENTES DE CONTACTO PUREVISION MULTIFOCAL -3.25;LCI-0000385;150;4;U04;200101
386;2386;LENTES DE CONTACTO PUREVISION MULTIFOCAL -3.50;LCI-0000386;150;4;U04;200101
387;2387;LENTES DE CONTACTO PUREVISION MULTIFOCAL -3.75;LCI-0000387;150;4;U04;200101
388;2388;LENTES DE CONTACTO PUREVISION MULTIFOCAL -4.00;LCI-0000388;150;4;U04;200101
389;2389;LENTES DE CONTACTO PUREVISION MULTIFOCAL -4.25;LCI-0000389;150;4;U04;200101
390;2390;LENTES DE CONTACTO PUREVISION MULTIFOCAL -4.50;LCI-0000390;150;4;U04;200101
391;2391;LENTES DE CONTACTO PUREVISION MULTIFOCAL -4.75;LCI-0000391;150;4;U04;200101
392;2392;LENTES DE CONTACTO PUREVISION MULTIFOCAL -5.00;LCI-0000392;150;4;U04;200101
393;2393;LENTES DE CONTACTO PUREVISION MULTIFOCAL -5.25;LCI-0000393;150;4;U04;200101
394;2394;LENTES DE CONTACTO PUREVISION MULTIFOCAL -5.50;LCI-0000394;150;4;U04;200101
395;2395;LENTES DE CONTACTO PUREVISION MULTIFOCAL -5.75;LCI-0000395;150;4;U04;200101
396;2396;LENTES DE CONTACTO PUREVISION MULTIFOCAL -6.00;LCI-0000396;150;4;U04;200101
397;2397;LENTES DE CONTACTO PUREVISION MULTIFOCAL -6.25;LCI-0000397;150;4;U04;200101
398;2398;LENTES DE CONTACTO PUREVISION MULTIFOCAL -6.50;LCI-0000398;150;4;U04;200101
399;2399;LENTES DE CONTACTO PUREVISION MULTIFOCAL -6.75;LCI-0000399;150;4;U04;200101
400;2400;LENTES DE CONTACTO PUREVISION MULTIFOCAL -7.00;LCI-0000400;150;4;U04;200101
401;2401;LENTES DE CONTACTO PUREVISION MULTIFOCAL -7.25;LCI-0000401;150;4;U04;200101
402;2402;LENTES DE CONTACTO PUREVISION MULTIFOCAL -7.50;LCI-0000402;150;4;U04;200101
403;2403;LENTES DE CONTACTO PUREVISION MULTIFOCAL -7.75;LCI-0000403;150;4;U04;200101
404;2404;LENTES DE CONTACTO PUREVISION MULTIFOCAL -8.00;LCI-0000404;150;4;U04;200101
405;2405;LENTES DE CONTACTO PUREVISION MULTIFOCAL -8.25;LCI-0000405;150;4;U04;200101
406;2406;LENTES DE CONTACTO PUREVISION MULTIFOCAL -8.50;LCI-0000406;150;4;U04;200101
407;2407;LENTES DE CONTACTO PUREVISION MULTIFOCAL -8.75;LCI-0000407;150;4;U04;200101
408;2408;LENTES DE CONTACTO PUREVISION MULTIFOCAL -9.00;LCI-0000408;150;4;U04;200101
409;2409;LENTES DE CONTACTO PUREVISION MULTIFOCAL -9.25;LCI-0000409;150;4;U04;200101
410;2410;LENTES DE CONTACTO PUREVISION MULTIFOCAL -9.50;LCI-0000410;150;4;U04;200101
411;2411;LENTES DE CONTACTO PUREVISION MULTIFOCAL -9.75;LCI-0000411;150;4;U04;200101
412;2412;LENTES DE CONTACTO PUREVISION MULTIFOCAL -10.00;LCI-0000412;150;4;U04;200101
413;2413;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +6.00;LCI-0000413;150;4;U04;200101
414;2414;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +5.75;LCI-0000414;150;4;U04;200101
415;2415;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +5.50;LCI-0000415;150;4;U04;200101
416;2416;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +5.25;LCI-0000416;150;4;U04;200101
417;2417;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +5.00;LCI-0000417;150;4;U04;200101
418;2418;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +4.75;LCI-0000418;150;4;U04;200101
419;2419;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +4.50;LCI-0000419;150;4;U04;200101
420;2420;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +4.25;LCI-0000420;150;4;U04;200101
421;2421;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +4.00;LCI-0000421;150;4;U04;200101
422;2422;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +3.75;LCI-0000422;150;4;U04;200101
423;2423;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +3.50;LCI-0000423;150;4;U04;200101
424;2424;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +3.25;LCI-0000424;150;4;U04;200101
425;2425;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +3.00;LCI-0000425;150;4;U04;200101
426;2426;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +2.75;LCI-0000426;150;4;U04;200101
427;2427;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +2.50;LCI-0000427;150;4;U04;200101
428;2428;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +2.25;LCI-0000428;150;4;U04;200101
429;2429;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +2.00;LCI-0000429;150;4;U04;200101
430;2430;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +1.75;LCI-0000430;150;4;U04;200101
431;2431;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +1.50;LCI-0000431;150;4;U04;200101
432;2432;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +1.25;LCI-0000432;150;4;U04;200101
433;2433;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +1.00;LCI-0000433;150;4;U04;200101
434;2434;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +0.75;LCI-0000434;150;4;U04;200101
435;2435;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +0.50;LCI-0000435;150;4;U04;200101
436;2436;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +0.25;LCI-0000436;150;4;U04;200101
437;2437;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL +0.00;LCI-0000437;150;4;U04;200101
438;2438;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -0.25;LCI-0000438;150;4;U04;200101
439;2439;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -0.50;LCI-0000439;150;4;U04;200101
440;2440;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -0.75;LCI-0000440;150;4;U04;200101
441;2441;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -1.00;LCI-0000441;150;4;U04;200101
442;2442;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -1.25;LCI-0000442;150;4;U04;200101
443;2443;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -1.50;LCI-0000443;150;4;U04;200101
444;2444;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -1.75;LCI-0000444;150;4;U04;200101
445;2445;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -2.00;LCI-0000445;150;4;U04;200101
446;2446;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -2.25;LCI-0000446;150;4;U04;200101
447;2447;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -2.50;LCI-0000447;150;4;U04;200101
448;2448;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -2.75;LCI-0000448;150;4;U04;200101
449;2449;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -3.00;LCI-0000449;150;4;U04;200101
450;2450;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -3.25;LCI-0000450;150;4;U04;200101
451;2451;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -3.50;LCI-0000451;150;4;U04;200101
452;2452;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -3.75;LCI-0000452;150;4;U04;200101
453;2453;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -4.00;LCI-0000453;150;4;U04;200101
454;2454;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -4.25;LCI-0000454;150;4;U04;200101
455;2455;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -4.50;LCI-0000455;150;4;U04;200101
456;2456;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -4.75;LCI-0000456;150;4;U04;200101
457;2457;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -5.00;LCI-0000457;150;4;U04;200101
458;2458;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -5.25;LCI-0000458;150;4;U04;200101
459;2459;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -5.50;LCI-0000459;150;4;U04;200101
460;2460;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -5.75;LCI-0000460;150;4;U04;200101
461;2461;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -6.00;LCI-0000461;150;4;U04;200101
462;2462;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -6.25;LCI-0000462;150;4;U04;200101
463;2463;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -6.50;LCI-0000463;150;4;U04;200101
464;2464;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -6.75;LCI-0000464;150;4;U04;200101
465;2465;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -7.00;LCI-0000465;150;4;U04;200101
466;2466;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -7.25;LCI-0000466;150;4;U04;200101
467;2467;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -7.50;LCI-0000467;150;4;U04;200101
468;2468;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -7.75;LCI-0000468;150;4;U04;200101
469;2469;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -8.00;LCI-0000469;150;4;U04;200101
470;2470;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -8.25;LCI-0000470;150;4;U04;200101
471;2471;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -8.50;LCI-0000471;150;4;U04;200101
472;2472;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -8.75;LCI-0000472;150;4;U04;200101
473;2473;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -9.00;LCI-0000473;150;4;U04;200101
474;2474;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -9.25;LCI-0000474;150;4;U04;200101
475;2475;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -9.50;LCI-0000475;150;4;U04;200101
476;2476;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -9.75;LCI-0000476;150;4;U04;200101
477;2477;LENTES DE CONTACTO PUREVISION 2 MULTIFOCAL -10.00;LCI-0000477;150;4;U04;200101
478;2478;LENTES DE CONTACTO BIOFINITY +15.00;LCI-0000478;150;4;U04;200101
479;2479;LENTES DE CONTACTO BIOFINITY +14.75;LCI-0000479;150;4;U04;200101
480;2480;LENTES DE CONTACTO BIOFINITY +14.50;LCI-0000480;150;4;U04;200101
481;2481;LENTES DE CONTACTO BIOFINITY +14.25;LCI-0000481;150;4;U04;200101
482;2482;LENTES DE CONTACTO BIOFINITY +14.00;LCI-0000482;150;4;U04;200101
483;2483;LENTES DE CONTACTO BIOFINITY +13.75;LCI-0000483;150;4;U04;200101
484;2484;LENTES DE CONTACTO BIOFINITY +13.50;LCI-0000484;150;4;U04;200101
485;2485;LENTES DE CONTACTO BIOFINITY +13.25;LCI-0000485;150;4;U04;200101
486;2486;LENTES DE CONTACTO BIOFINITY +13.00;LCI-0000486;150;4;U04;200101
487;2487;LENTES DE CONTACTO BIOFINITY +12.75;LCI-0000487;150;4;U04;200101
488;2488;LENTES DE CONTACTO BIOFINITY +12.50;LCI-0000488;150;4;U04;200101
489;2489;LENTES DE CONTACTO BIOFINITY +12.25;LCI-0000489;150;4;U04;200101
490;2490;LENTES DE CONTACTO BIOFINITY +12.00;LCI-0000490;150;4;U04;200101
491;2491;LENTES DE CONTACTO BIOFINITY +11.75;LCI-0000491;150;4;U04;200101
492;2492;LENTES DE CONTACTO BIOFINITY +11.50;LCI-0000492;150;4;U04;200101
493;2493;LENTES DE CONTACTO BIOFINITY +11.25;LCI-0000493;150;4;U04;200101
494;2494;LENTES DE CONTACTO BIOFINITY +11.00;LCI-0000494;150;4;U04;200101
495;2495;LENTES DE CONTACTO BIOFINITY +10.75;LCI-0000495;150;4;U04;200101
496;2496;LENTES DE CONTACTO BIOFINITY +10.50;LCI-0000496;150;4;U04;200101
497;2497;LENTES DE CONTACTO BIOFINITY +10.25;LCI-0000497;150;4;U04;200101
498;2498;LENTES DE CONTACTO BIOFINITY +10.00;LCI-0000498;150;4;U04;200101
499;2499;LENTES DE CONTACTO BIOFINITY +9.75;LCI-0000499;150;4;U04;200101
500;2500;LENTES DE CONTACTO BIOFINITY +9.50;LCI-0000500;150;4;U04;200101
501;2501;LENTES DE CONTACTO BIOFINITY +9.25;LCI-0000501;150;4;U04;200101
502;2502;LENTES DE CONTACTO BIOFINITY +9.00;LCI-0000502;150;4;U04;200101
503;2503;LENTES DE CONTACTO BIOFINITY +8.75;LCI-0000503;150;4;U04;200101
504;2504;LENTES DE CONTACTO BIOFINITY +8.50;LCI-0000504;150;4;U04;200101
505;2505;LENTES DE CONTACTO BIOFINITY +8.25;LCI-0000505;150;4;U04;200101
506;2506;LENTES DE CONTACTO BIOFINITY +8.00;LCI-0000506;150;4;U04;200101
507;2507;LENTES DE CONTACTO BIOFINITY +7.75;LCI-0000507;150;4;U04;200101
508;2508;LENTES DE CONTACTO BIOFINITY +7.50;LCI-0000508;150;4;U04;200101
509;2509;LENTES DE CONTACTO BIOFINITY +7.25;LCI-0000509;150;4;U04;200101
510;2510;LENTES DE CONTACTO BIOFINITY +7.00;LCI-0000510;150;4;U04;200101
511;2511;LENTES DE CONTACTO BIOFINITY +6.75;LCI-0000511;150;4;U04;200101
512;2512;LENTES DE CONTACTO BIOFINITY +6.50;LCI-0000512;150;4;U04;200101
513;2513;LENTES DE CONTACTO BIOFINITY +6.25;LCI-0000513;150;4;U04;200101
514;2514;LENTES DE CONTACTO BIOFINITY +6.00;LCI-0000514;150;4;U04;200101
515;2515;LENTES DE CONTACTO BIOFINITY +5.75;LCI-0000515;150;4;U04;200101
516;2516;LENTES DE CONTACTO BIOFINITY +5.50;LCI-0000516;150;4;U04;200101
517;2517;LENTES DE CONTACTO BIOFINITY +5.25;LCI-0000517;150;4;U04;200101
518;2518;LENTES DE CONTACTO BIOFINITY +5.00;LCI-0000518;150;4;U04;200101
519;2519;LENTES DE CONTACTO BIOFINITY +4.75;LCI-0000519;150;4;U04;200101
520;2520;LENTES DE CONTACTO BIOFINITY +4.50;LCI-0000520;150;4;U04;200101
